F:\Magistry files\oldMagitryProj\MagistryProject\files\exported_csv\416431_clustering.csv"0","11589","  Modelowanie teoretyczne wpływu sczepności międzywarstwowej na zachowanie się nawierzchni asfaltowych - Etap I   Opracowanie niniejsze wykonano na  SCZEPNOŚĆ MIĘDZYWARSTWOWA  "
"0","11590","  Parownik z przepływem wspomaganym siłami kapilarnymi i grawitacyjnymi   Parownik z przepływem wspomaganym siłami kapilarnymi i grawitacyjnymi   PAROWNIK WYMIENNIK CIEPŁA  "
"0","11588","  Projekt nr N111415233: Badanie technologii informatycznych z wykorzystaniem systemów inteligentnych   ...   SYSTEMY INTELIGENTNE TECHNOLOGIA INFORMATYCZNA  "
"0","11592","  THE MANAGEMENT OF DESIGNING PROCESSES IN THE CREATION OF THE KNOWLEDGE BASE SYSTEM : Proceedings of International Computer Science Convention   ...   DESIGNING PROCESSES KNOWLEDGE SYSTEM  "
"0","11594","  System polityczny Białorusi   ......   BIAŁORUŚ KONSTYTUCJA BIAŁORUSI PREZYDENT BIAŁORUSI SYSTEM POLITYCZNY SYSTEM POLITYCZNY BIAŁORUSI  "
"0","11591","  Emerging social urban movements in Poland - are the capable of instituting a systematic change in governance?   Prezentacja zawiera opis zjawiska polskich ruchów miejskich - jego genezę, w szczególności społeczne i polityczne uwarunkowania funkcjonowania Polski w warunkach post-transformacyjnych, szkicowy opis ich specyfiki oraz wymiar miejski.   PARTYCYPACJA SPOŁECZNA RUCHY MIEJSKIE  "
"0","11593","  RADIOGRAFICZNE BADANIA PRZEMIESZCZEN GRUNTU W SKALI MODELOWEJ. ARCH. HYDROT.**1967 T. 14 Z. 4 S. 669-683, 8 RYS. BIBLIOGR. 4 POZ.//   ...     "
"0","11596","  Mutual coupling of elliptical microstrip resonators   W artykule przedstawiono wyniki badań dotyczących wzajemnych sprzężeń w mikropaskowych promiennikach w kształcie prostokąta lub elipsy. W badaniach została wykorzystana dwuwymiarowa metoda przestrzeni widmowej, w której analizowane struktury oświetlane są pojedynczą falą płaską.   MICROSTRIP RESONATORS MUTUAL COUPLING SPECTRAL DOMAIN APPROACH  "
"0","11598","  WPLYW WILGOTNOSCI GLEB NA ICH TERMIKE. PR. KOMIS. NAUK. PT GLEB.**1976 NR 1/17 S. 9-22, 3 RYS. BIBLIOGR. 10 POZ.//   ...     "
"0","11595","  O kanalizacyjnej studzience rewizyjnej cz. II   Monolityczność rozwiązań. Problem wyboru beton czy żelbet. Wymagania w stosunku do betonu, aktualne normy. Zasady montażu. Studzienki kompozytowe, metalowe, z tworzyw termoplastycznych. Szczególne cechy w aspekcie współpracy z podłożem gruntowym.   KANALIZACJA KANALIZACYJNA STUDZIENKA REWIZYJNA ROZWIĄZANIA MATERIAŁOWE SZCZEGÓLNE WYMAGANIA  "
"0","11599","  Stanowisko laboratoryjne do badań energetycznych wielosymptomowego zmeczenia wysokocyklowego materiałów konstrukcyjnych prostych układów mechanicznych   ...   BADANIA ENERGETYCZNE PROSTY UKŁAD MECHANICZNY ZMĘCZENIE WYSOKOCYKLOWE  "
"0","11601","  BUDOWLE HYDROTECHNICZNE W WOJEWODZTWIE GDANSKIM. JANTAROWE SZLAKI**1974 NR 6S. 45-48, 2 RYS.//   ...     "
"0","11597","  Minimum length path decompositions   W pracy podejmujemy problem obliczania ścieżkowych dekompozycji grafu minimalizując jednocześnie jej szerokość oraz długuść. Pokazujemy, że problem znalezienia dekompozycji o minimalnej długości i o szerokości równej co najmniej 4 jest NP-zupełny. Z drugiej strony, podajemy wielomianowy algorytm obliczania dekompozycji o minimalnej długości i szerokości wynoszącej co najwyżej 3.   ALGORYTMICZNA TEORIA GRAFÓW PRZESZUKIWANIE GRAFÓW ZŁOŻONOŚĆ OBLICZENIOWA  "
"0","11600","  Fatigue resistance of laser welds - latest development   Zapewnienie bezpieczeństwa konstrukcji stalowych paneli typu sandwich wymaga analizy trwałości zmęczeniowej spoin łączących poszycia z usztywnieniami. Spoiny te charakteryzuje nietypowa geometria, a także własności materiałowe. W referacie prezentowane są najnowsze osiągnięcia w obszarze badań prowadzonych nad oceną trwałości zmęczeniowej spoin laserowych.   FATIGUE LASER WELDS SANDWICH SPOINY LASEROWE ZMĘCZENIE  "
"0","11603","  Surgical implant used in ventral hernia repair subjected to physiological pressure - computer simulation   W streszczeniu przedstawiono matemayczny model implantu wszczepionego pacjentowi podczas laparoskopowej naprawy przepukliny brzusznej. Wykonano go z użyciem metody elementów skończonych. Przyjęto ortotropowy model materiałowy implantu.   BIOMECHANIKA MODELOWANIE MATEMATYCZNE PRZEPUKLINA BRZUSZNA  "
"0","11605","  A Survey of Ongoing Activities of Best Agers in latvia, Lithuania and Poland: The main Results and lessons from Germany   ..   AKTYWIZACJA ZAWODOWA DZIAŁANIA WSPIERAJĄCE AKTYWIZACJĘ ZAWODOWĄ OSÓB STARSZYCH STARZEJĄCE SIĘ SPOŁECZEŃSTWO  "
"0","11607","  PRZEGLAD DZIALALNOSCI NAUKOWO-BADAWCZEJ ZESPOLU 4 BUDOWNICTWA MORSKIEGO I GEOTECHNIKI. W: MATERIALY. SESJA NAUKOWA Z OKAZJI 35-LECIA POLITECHNIKI GDANSKIEJ. GDANSK, 29-30 WRZESNIA 1980. GDANSK: P. GDAN., INST. HYDROT.**1980 CZ.I REFERATY PODSUMOWUJACE S. 112-116.//   ...     "
"0","11609","  architektura   Wystawa prac graficznych, rysunków i malarstwa obrazujacych rolę sztuk plastycznych w procesie kreowania form architektonicznych. Prezentacja autorskiej metod nauczania: Zapis-Interpretacja-transformacja oraz metody ideograficznej.   ARCHITEKTURA ARCHITEKTURA WSPÓŁCZESNA IDEOGRAM KOMPOZYCJA SZTUKA  "
"0","11604","  SRODLESNE POLA BIWAKOWE I PARKINGI NA POJEZIERZU KASZUBSKIM. JANTAROWE SZLAKI**1974 NR 9-10 S. 52-53 BIBLIOGR. 1 POZ.//   ...     "
"0","11602","  Aplikacja programu AutoCAD wspomagająca proces inwentaryzacji elementów zastosowanych w projekcie instalacji elektrycznej   W artykule opisano zagadnienia dotyczące zastosowania programu AutoCAD jako narzędzia wspomagającego proces inwentaryzacji elementów zastosowanych w projekcie instalacji elektrycznej. Do tego celu opracowano aplikację w środowisku programistycznym AutoLISP, integrowanym z programem AutoCAD. Opracowana aplikacja dokonuje analizy projektu instalacji elektrycznej, na podstawie której wyodrębniane są nazwy symboli (bloków) zastosowanych w projekcie oraz ich liczba. Wynikiem końcowym pracy  opracowanej aplikacji jest tabelka zawierająca spis wszystkich nazw, ich symboli graficznych i ich liczby występowania w projekcie.   INSTALACJE ELEKTRYCZNE KOMPUTEROWE WSPOMAGANIE PROJEKTOWANIA  "
"0","11606","  Optymalizacja: sztuka czy rzemiosło?   W pracy przedstawiono  przyczyny  niewielkiego zainteresowania zastosowaniem optymalizacji w praktyce inżynierskiej oraz przykłady jej skutecznego zastosowania. Wyciągnięto wniosek, że  najskuteczniejszym sposobem spopularyzowania  tego narzędzia jest  tworzenie specjalistycznego oprogramowania wykorzystującego inżynierską wiedzę ekspercką.   OPTYMALIZACJA OPTYMALIZACJA INŻYNIERSKA POLIOPTYMALIZACJA  "
"0","11610","  Układ urbanistyczny śródmieścia Gdyni   Redakcja całości ekspertyzy opracowanej przez następujących autorów: Robert Hirsch, Lewicki Jakub, Maria J. Sołtysik. Tematem ekspertyzy jest układ urbanistyczny śródmieścia Gdyni wpisany do rejestru zabytków w 2007 r.   GDYNIA KONSERWACJA ZABYTKÓW MODERNIZM OCHRONA ZABYTKÓW ZABYTKI  "
"0","11613","  Metody analizy obiektowej w badanich środowiska morskiego   Monografia przedstawia metody klasyfikacji obrazów opierające się na analizie obiektowej. Autorzy prezentują wyniki eksperymentu dające podstawy do oceny analizy obiektowej jako konkurencyjne do klasyfikacji prowadzonej przez człowieka metodami manualnymi.   GEODEZJA MORSKA GEOMATYKA SYSTEMY INFORMACJI PRZESTRZENNEJ TELEDETEKCJA  "
"0","11617","  SYSTEMY PROGNOZ HYDROLOGICZNYCH W POLSCE WYKORZYSTUJACE TECHNIKI SYMULACYJNE. WIAD. IMIGW**1978 T. 4 Z. 2-3 S. 18, 8 RYS. BIBLIOGR. 3 POZ.//   ...     "
"0","11615","  Metody analizy obiektowej w badanich środowiska morskiego   Monografia przedstawia metody klasyfikacji obrazów opierające się na analizie obiektowej. Autorzy prezentują wyniki eksperymentu dające podstawy do oceny analizy obiektowej jako konkurencyjne do klasyfikacji prowadzonej przez człowieka metodami manualnymi. Autorzy: Katarzyna Mokwa, Marek Przyborski, Jerzy Pyrchla. Redaktor serii: Jakub Szulwic   GEODEZJA MORSKA GEOMATYKA SYSTEMY INFORMACJI PRZESTRZENNEJ TELEDETEKCJA  "
"0","11611","  Czysta teoria prawa Hansa Kelsena a szkoła marburska   Celem artykułu jest przdstawienie czystej teorii prawa Hansa Kelsena jako jednego z teoretycznych dokonań przeprowadzonych według metody szkoły marburskiej - dokonania w stosunku do pozycji teoretycznych szkoły oryginalnego i samodzielnego. Tekst pokazuje autonomię prawa w ujęciu Kelsena, jego niezależność od wszelkich socjologicznych, etycznych i innych źródeł : prawo ma swoje źródło w samym, odsłania normatywny charakter prawa jako rzeczywistości pozaempirycznej.   FILOZOFIA TRANSCENDENTALNA, FILOZOFIA PRAWA, CZYSTA FILOZOFIA PRAWA KELSEN, SZKOŁA MARBURSKA, NEOKANTYZM,  "
"0","11619","  The Use of Mobile Devices in the Care and Home Monitoring of the Elderly and the Sick   ...   ASSISTED LIVING HOME CARE MOBILE DEVICES  "
"0","11618","  Propozycja wykorzystania intensywności do wspomagania przetwarzania oryginalnej i zoptymalizowanej chmury punktów ALS   Skaning lotniczy i przetwarzanie wyników - optymalizacja i klasyfikacja danych.   GEODEZJA SKANING LASEROWY  "
"0","11614","  Ocena zużycia ściernego materiałów stosowanych na węzły tarcia ślizgowego w endoprotezach stawu biodrowego   Autorzy zaprezentowali ocenę zużycia ściernego wybranych materiałów przeznaczonych na węzły tarcia ślizgowego w endoprotezach stawu biodrowego w oparciu o zaproponowane metody.   ENDOPROTEZY STOPY TYTANU ZUŻYCIE ŚCIERNE  "
